[INFO][AppLauncher]: Using device: cuda:0
[INFO][AppLauncher]: Loading experience file: /home/lingfeng/playground/sharpa-rl-lab/.pixi/envs/default/lib/python3.11/site-packages/isaaclab/apps/isaaclab.python.headless.kit
[INFO]: Parsing configuration from: rl_isaaclab.tasks.inhand_rotate.xhand_grasp_env_cfg:XhandGraspEnvCfg
[INFO]: Parsing configuration from: /home/lingfeng/playground/sharpa-rl-lab/rl_isaaclab/tasks/inhand_rotate/agents/ppo_cfg.yaml

[36m======================================================================================[0m
[36m[1m[INFO][IsaacLab]: Logging to file: /tmp/isaaclab/logs/isaaclab_2026-04-14_03-29-44.log[0m
[36m======================================================================================[0m

[33m03:29:44 [simulation_context.py] WARNING: The `enable_external_forces_every_iteration` parameter in the PhysxCfg is set to False. If you are experiencing noisy velocities, consider enabling this flag. You may need to slightly increase the number of velocity iterations (setting it to 1 or 2 rather than 0), together with this flag, to improve the accuracy of velocity updates.[0m
[INFO]: Base environment:
	Environment device    : cuda:0
	Environment seed      : 42
	Physics step-size     : 0.004166666666666667
	Rendering step-size   : 0.008333333333333333
	Environment step-size : 0.05
[33m03:29:44 [direct_rl_env.py] WARNING: The render interval (2) is smaller than the decimation (12). Multiple render calls will happen for each environment step.If this is not intended, set the render interval to be equal to the decimation.[0m
[33m03:29:44 [prims.py] WARNING: Could not perform 'modify_collision_properties' on any prims under: '/World/envs/env_0/Robot'. This might be because of the following reasons:
	(1) The desired attribute does not exist on any of the prims.
	(2) The desired attribute exists on an instanced prim.
		Discovered list of instanced prim paths: ['/World/envs/env_0/Robot/right_hand_link/visuals', '/World/envs/env_0/Robot/right_hand_link/collisions', '/World/envs/env_0/Robot/right_hand_back_link/visuals', '/World/envs/env_0/Robot/right_hand_back_link/collisions', '/World/envs/env_0/Robot/right_hand_ee_link/visuals', '/World/envs/env_0/Robot/right_hand_ee_link/collisions', '/World/envs/env_0/Robot/right_hand_index_bend_link/visuals', '/World/envs/env_0/Robot/right_hand_index_bend_link/collisions', '/World/envs/env_0/Robot/right_hand_index_rota_link1/visuals', '/World/envs/env_0/Robot/right_hand_index_rota_link1/collisions', '/World/envs/env_0/Robot/right_hand_index_rota_link2/visuals', '/World/envs/env_0/Robot/right_hand_index_rota_link2/collisions', '/World/envs/env_0/Robot/right_hand_index_rota_tip/visuals', '/World/envs/env_0/Robot/right_hand_index_rota_tip/collisions', '/World/envs/env_0/Robot/right_hand_index_rotaback_link2/visuals', '/World/envs/env_0/Robot/right_hand_index_rotaback_link2/collisions', '/World/envs/env_0/Robot/right_hand_index_rotaback_link1/visuals', '/World/envs/env_0/Robot/right_hand_index_rotaback_link1/collisions', '/World/envs/env_0/Robot/right_hand_mid_link1/visuals', '/World/envs/env_0/Robot/right_hand_mid_link1/collisions', '/World/envs/env_0/Robot/right_hand_mid_link2/visuals', '/World/envs/env_0/Robot/right_hand_mid_link2/collisions', '/World/envs/env_0/Robot/right_hand_mid_tip/visuals', '/World/envs/env_0/Robot/right_hand_mid_tip/collisions', '/World/envs/env_0/Robot/right_hand_midback_link2/visuals', '/World/envs/env_0/Robot/right_hand_midback_link2/collisions', '/World/envs/env_0/Robot/right_hand_midback_link1/visuals', '/World/envs/env_0/Robot/right_hand_midback_link1/collisions', '/World/envs/env_0/Robot/right_hand_pinky_link1/visuals', '/World/envs/env_0/Robot/right_hand_pinky_link1/collisions', '/World/envs/env_0/Robot/right_hand_pinky_link2/visuals', '/World/envs/env_0/Robot/right_hand_pinky_link2/collisions', '/World/envs/env_0/Robot/right_hand_pinky_tip/visuals', '/World/envs/env_0/Robot/right_hand_pinky_tip/collisions', '/World/envs/env_0/Robot/right_hand_pinkyback_link2/visuals', '/World/envs/env_0/Robot/right_hand_pinkyback_link2/collisions', '/World/envs/env_0/Robot/right_hand_pinkyback_link1/visuals', '/World/envs/env_0/Robot/right_hand_pinkyback_link1/collisions', '/World/envs/env_0/Robot/right_hand_ring_link1/visuals', '/World/envs/env_0/Robot/right_hand_ring_link1/collisions', '/World/envs/env_0/Robot/right_hand_ring_link2/visuals', '/World/envs/env_0/Robot/right_hand_ring_link2/collisions', '/World/envs/env_0/Robot/right_hand_ring_tip/visuals', '/World/envs/env_0/Robot/right_hand_ring_tip/collisions', '/World/envs/env_0/Robot/right_hand_ringback_link2/visuals', '/World/envs/env_0/Robot/right_hand_ringback_link2/collisions', '/World/envs/env_0/Robot/right_hand_ringback_link1/visuals', '/World/envs/env_0/Robot/right_hand_ringback_link1/collisions', '/World/envs/env_0/Robot/right_hand_thumb_bend_link/visuals', '/World/envs/env_0/Robot/right_hand_thumb_bend_link/collisions', '/World/envs/env_0/Robot/right_hand_thumb_rota_link1/visuals', '/World/envs/env_0/Robot/right_hand_thumb_rota_link1/collisions', '/World/envs/env_0/Robot/right_hand_thumb_rota_link2/visuals', '/World/envs/env_0/Robot/right_hand_thumb_rota_link2/collisions', '/World/envs/env_0/Robot/right_hand_thumb_rota_tip/visuals', '/World/envs/env_0/Robot/right_hand_thumb_rota_tip/collisions', '/World/envs/env_0/Robot/right_hand_thumb_rotaback_link2/visuals', '/World/envs/env_0/Robot/right_hand_thumb_rotaback_link2/collisions', '/World/envs/env_0/Robot/right_hand_thumb_rotaback_link1/visuals', '/World/envs/env_0/Robot/right_hand_thumb_rotaback_link1/collisions'][0m
[33m03:29:57 [interactive_scene.py] WARNING: Collision filtering can only be automatically enabled when replicate_physics=True and using GPU simulation. Please call scene.filter_collisions(global_prim_paths) to filter collisions across environments.[0m
[INFO]: Time taken for scene creation : 13.824018 seconds
[INFO]: Scene manager:  <class InteractiveScene>
	Number of environments: 4096
	Environment spacing   : 0.75
	Source prim name      : /World/envs/env_0
	Global prim paths     : []
	Replicate physics     : False
[INFO]: Starting the simulation. This may take a few seconds. Please wait...
[INFO]: Time taken for simulation start : 18.522132 seconds
[INFO] Event Manager:  <EventManager> contains 1 active terms.
+----------------------------------------+
| Active Event Terms in Mode: 'prestartup' |
+-----------+----------------------------+
|   Index   | Name                       |
+-----------+----------------------------+
|     0     | randomize_scale            |
+-----------+----------------------------+

[INFO]: Completed setting up the environment...
[2026-04-14 03:30:17] current cache size: 0, finished: 0
[2026-04-14 03:30:17] current cache size: 0, finished: 0
[2026-04-14 03:30:18] current cache size: 0, finished: 0
[2026-04-14 03:30:19] current cache size: 0, finished: 0
[2026-04-14 03:30:20] current cache size: 3, finished: 0
[2026-04-14 03:30:21] current cache size: 3, finished: 0
[2026-04-14 03:30:21] current cache size: 3, finished: 0
[2026-04-14 03:30:22] current cache size: 6, finished: 0
[2026-04-14 03:30:23] current cache size: 7, finished: 0
[2026-04-14 03:30:23] current cache size: 9, finished: 0
[2026-04-14 03:30:24] current cache size: 9, finished: 0
[2026-04-14 03:30:25] current cache size: 10, finished: 0
[2026-04-14 03:30:25] current cache size: 10, finished: 0
[2026-04-14 03:30:26] current cache size: 13, finished: 0
[2026-04-14 03:30:27] current cache size: 13, finished: 0
[2026-04-14 03:30:28] current cache size: 15, finished: 0
[2026-04-14 03:30:28] current cache size: 17, finished: 0
[2026-04-14 03:30:29] current cache size: 19, finished: 0
[2026-04-14 03:30:30] current cache size: 20, finished: 0
[2026-04-14 03:30:30] current cache size: 24, finished: 0
[2026-04-14 03:30:31] current cache size: 25, finished: 0
[2026-04-14 03:30:32] current cache size: 25, finished: 0
[2026-04-14 03:30:32] current cache size: 25, finished: 0
[2026-04-14 03:30:33] current cache size: 27, finished: 0
[2026-04-14 03:30:34] current cache size: 29, finished: 0
[2026-04-14 03:30:34] current cache size: 30, finished: 0
[2026-04-14 03:30:35] current cache size: 30, finished: 0
[2026-04-14 03:30:36] current cache size: 32, finished: 0
[2026-04-14 03:30:36] current cache size: 34, finished: 0
[2026-04-14 03:30:37] current cache size: 36, finished: 0
[2026-04-14 03:30:38] current cache size: 38, finished: 0
[2026-04-14 03:30:38] current cache size: 40, finished: 0
[2026-04-14 03:30:39] current cache size: 41, finished: 0
[2026-04-14 03:30:40] current cache size: 42, finished: 0
[2026-04-14 03:30:40] current cache size: 45, finished: 0
[2026-04-14 03:30:41] current cache size: 45, finished: 0
[2026-04-14 03:30:42] current cache size: 45, finished: 0
[2026-04-14 03:30:43] current cache size: 45, finished: 0
[2026-04-14 03:30:43] current cache size: 47, finished: 0
[2026-04-14 03:30:44] current cache size: 47, finished: 0
[2026-04-14 03:30:45] current cache size: 48, finished: 0
[2026-04-14 03:30:45] current cache size: 49, finished: 0
[2026-04-14 03:30:46] current cache size: 51, finished: 0
[2026-04-14 03:30:47] current cache size: 51, finished: 0
[2026-04-14 03:30:47] current cache size: 51, finished: 0
[2026-04-14 03:30:48] current cache size: 54, finished: 0
[2026-04-14 03:30:49] current cache size: 57, finished: 0
[2026-04-14 03:30:50] current cache size: 57, finished: 0
[2026-04-14 03:30:50] current cache size: 59, finished: 0
[2026-04-14 03:30:51] current cache size: 60, finished: 0
[2026-04-14 03:30:52] current cache size: 62, finished: 0
[2026-04-14 03:30:52] current cache size: 63, finished: 0
[2026-04-14 03:30:53] current cache size: 63, finished: 0
[2026-04-14 03:30:54] current cache size: 63, finished: 0
[2026-04-14 03:30:54] current cache size: 64, finished: 0
[2026-04-14 03:30:55] current cache size: 65, finished: 0
[2026-04-14 03:30:56] current cache size: 68, finished: 0
[2026-04-14 03:30:56] current cache size: 69, finished: 0
[2026-04-14 03:30:57] current cache size: 71, finished: 0
[2026-04-14 03:30:58] current cache size: 73, finished: 0
[2026-04-14 03:30:59] current cache size: 73, finished: 0
[2026-04-14 03:30:59] current cache size: 74, finished: 0
[2026-04-14 03:31:00] current cache size: 74, finished: 0
[2026-04-14 03:31:01] current cache size: 74, finished: 0
[2026-04-14 03:31:01] current cache size: 74, finished: 0
[2026-04-14 03:31:02] current cache size: 76, finished: 0
[2026-04-14 03:31:03] current cache size: 78, finished: 0
[2026-04-14 03:31:03] current cache size: 80, finished: 0
[2026-04-14 03:31:04] current cache size: 81, finished: 0
[2026-04-14 03:31:05] current cache size: 84, finished: 0
[2026-04-14 03:31:05] current cache size: 86, finished: 0
[2026-04-14 03:31:06] current cache size: 86, finished: 0
[2026-04-14 03:31:07] current cache size: 88, finished: 0
[2026-04-14 03:31:08] current cache size: 90, finished: 0
[2026-04-14 03:31:08] current cache size: 90, finished: 0
[2026-04-14 03:31:09] current cache size: 90, finished: 0
[2026-04-14 03:31:10] current cache size: 92, finished: 0
[2026-04-14 03:31:10] current cache size: 92, finished: 0
[2026-04-14 03:31:11] current cache size: 93, finished: 0
[2026-04-14 03:31:12] current cache size: 93, finished: 0
[2026-04-14 03:31:12] current cache size: 93, finished: 0
[2026-04-14 03:31:13] current cache size: 94, finished: 0
[2026-04-14 03:31:14] current cache size: 95, finished: 0
[2026-04-14 03:31:14] current cache size: 98, finished: 0
[2026-04-14 03:31:15] current cache size: 101, finished: 0
[2026-04-14 03:31:16] current cache size: 102, finished: 0
[2026-04-14 03:31:17] current cache size: 103, finished: 0
[2026-04-14 03:31:17] current cache size: 103, finished: 0
[2026-04-14 03:31:18] current cache size: 104, finished: 0
[2026-04-14 03:31:19] current cache size: 106, finished: 0
[2026-04-14 03:31:19] current cache size: 107, finished: 0
[2026-04-14 03:31:20] current cache size: 108, finished: 0
[2026-04-14 03:31:21] current cache size: 108, finished: 0
[2026-04-14 03:31:21] current cache size: 111, finished: 0
[2026-04-14 03:31:22] current cache size: 112, finished: 0
[2026-04-14 03:31:23] current cache size: 113, finished: 0
[2026-04-14 03:31:23] current cache size: 113, finished: 0
[2026-04-14 03:31:24] current cache size: 114, finished: 0
[2026-04-14 03:31:25] current cache size: 116, finished: 0
[2026-04-14 03:31:25] current cache size: 119, finished: 0
[2026-04-14 03:31:26] current cache size: 120, finished: 0
